run_date,ticker,sector,score,entry_price,stop_price,atr,stop_mult,exit_price,exit_day,exit_reason,return_pct,prob,allocation_pct
2025-12-29 20:57,PNN,Energy,85,528.41,505.25,11.5829,2.0,531.41,4,friday_close,0.57,62.8,0.0
2025-12-29 20:57,PPH,Leisure,85,1770.0,1679.64,45.1803,2.0,1750.0,4,friday_close,-1.13,62.8,0.0
2025-12-29 20:57,HIK,Pharma,80,1536.0,1480.81,27.5955,2.0,1527.0,4,friday_close,-0.59,61.7,0.0
2026-01-05 20:57,ELM,Chemicals,95,169.0,160.18,4.4098,2.0,170.6,5,friday_close,0.95,64.9,0.0
2026-01-05 20:57,DGE,ConsStaples,90,1634.0,1551.58,41.2114,2.0,1674.5,5,friday_close,2.48,63.8,0.0
2026-01-05 20:57,WEIR,Industrials,85,2922.0,2828.41,46.7965,2.0,3030.0,5,friday_close,3.7,62.8,0.0
2026-01-05 20:57,N91,FinServices,85,220.6,204.36,8.1218,2.0,224.0,5,friday_close,1.54,62.8,0.0
2026-01-05 20:57,BP,Energy,80,435.17,418.63,8.2716,2.0,418.63,2,stop_hit,-3.8,61.7,0.0
2026-01-12 20:57,3IN,FinServices,85,379.5,368.8,5.3499,2.0,378.5,5,friday_close,-0.26,62.8,0.0
2026-01-12 20:57,BOWL,Leisure,85,279.91,261.44,9.2327,2.0,277.91,5,friday_close,-0.71,62.8,0.0
2026-01-12 20:57,ITV,Media,85,81.3,77.75,1.776,2.0,79.4,5,friday_close,-2.34,62.8,0.0
2026-01-12 20:57,OXIG,Industrials,85,2150.0,2009.82,70.0879,2.0,2340.0,5,friday_close,8.84,62.8,0.0
2026-01-12 20:57,HSX,Insurance,80,1399.0,1352.22,23.3911,2.0,1516.0,5,friday_close,8.36,61.7,0.0
2026-01-19 20:57,SVT,Utilities,95,2874.0,2767.62,53.1897,2.0,2855.0,5,friday_close,-0.66,64.9,0.0
2026-01-19 20:57,COST,Materials,95,164.0,155.28,4.3603,2.0,173.4,5,friday_close,5.73,64.9,0.0
2026-01-19 20:57,BLND,RealEstate,85,412.4,393.48,9.4618,2.0,411.6,5,friday_close,-0.19,62.8,0.0
2026-01-19 20:57,PRU,Insurance,75,1195.0,1150.78,22.1118,2.0,1150.78,4,stop_hit,-3.7,60.7,0.0
2026-01-19 20:57,IAG,Leisure,70,410.5,390.22,10.1418,2.0,414.2,5,friday_close,0.9,59.6,0.0
2026-01-26 20:57,ITV,Media,85,81.95,78.56,1.6963,2.0,83.5,5,friday_close,1.89,62.8,0.0
2026-01-26 20:57,ZIG,Industrials,85,376.0,352.24,11.8785,2.0,385.0,5,friday_close,2.39,62.8,0.0
2026-01-26 20:57,ABF,ConsStaples,80,1881.5,1799.68,40.9121,2.0,1915.0,5,friday_close,1.78,61.7,0.0
2026-01-26 20:57,AZN,Pharma,80,13750.59,13121.75,314.4216,2.0,14038.56,5,friday_close,2.09,61.7,0.0
2026-01-26 20:57,BLND,RealEstate,80,411.6,392.58,9.5119,2.0,414.4,5,friday_close,0.68,61.7,0.0
2026-02-02 20:57,LRE,Insurance,95,627.0,597.36,14.8209,2.0,642.0,5,friday_close,2.39,64.9,0.0
2026-02-02 20:57,PINT,FinServices,95,114.0,107.54,3.2319,2.0,113.0,5,friday_close,-0.88,64.9,0.0
2026-02-02 20:57,TRN,Industrials,90,210.2,193.19,8.5068,2.0,203.2,5,friday_close,-3.33,63.8,0.0
2026-02-02 20:57,IHG,Leisure,85,140.4,132.35,4.0245,2.0,142.0,5,friday_close,1.14,62.8,0.0
2026-02-02 20:57,BWY,Materials,85,2744.0,2600.87,71.5626,2.0,2600.87,4,stop_hit,-5.22,62.8,0.0
2026-02-09 20:57,ELM,Chemicals,95,168.0,155.15,6.4254,2.0,169.2,5,friday_close,0.71,64.9,0.0
2026-02-09 20:57,ITRK,Industrials,85,4490.0,4337.88,76.0619,2.0,4430.0,5,friday_close,-1.34,62.8,0.0
2026-02-09 20:57,SHEL,Energy,85,2822.64,2706.29,58.1744,2.0,2865.14,5,friday_close,1.51,62.8,0.0
2026-02-09 20:57,BRGE,FinServices,85,592.0,575.0,8.4995,2.0,584.0,5,friday_close,-1.35,62.8,0.0
2026-02-09 20:57,SRE,RealEstate,85,99.5,93.45,3.0257,2.0,101.0,5,friday_close,1.51,62.8,0.0
2026-02-16 20:57,BPT,FinServices,90,266.4,247.09,9.6563,2.0,250.0,5,friday_close,-6.16,63.8,0.0
2026-02-16 20:57,ENOG,Energy,90,866.71,815.88,25.4136,2.0,901.2,5,friday_close,3.98,63.8,0.0
2026-02-16 20:57,RR,Industrials,85,1298.0,1226.24,35.8791,2.0,1333.0,5,friday_close,2.7,62.8,0.0
2026-02-16 20:57,APN,ConsStaples,85,241.5,225.87,7.8142,2.0,249.0,5,friday_close,3.11,62.8,0.0
2026-02-16 20:57,JUST,Insurance,85,217.0,215.25,0.8732,2.0,217.0,5,friday_close,0.0,62.8,0.0
2026-02-23 20:57,BLND,RealEstate,85,417.0,396.86,10.0699,2.0,401.2,5,friday_close,-3.79,62.8,0.0
2026-02-23 20:57,INPP,FinServices,85,129.8,125.84,1.9818,2.0,132.4,5,friday_close,2.0,62.8,0.0
2026-02-23 20:57,WOSG,ConsStaples,85,507.0,473.39,16.8058,2.0,492.6,5,friday_close,-2.84,62.8,0.0
2026-02-23 20:57,BCG,Tech,80,182.2,168.09,7.0573,2.0,182.6,5,friday_close,0.22,61.7,0.0
2026-02-23 20:57,DRX,Energy,80,867.0,820.52,23.2388,2.0,897.5,5,friday_close,3.52,61.7,0.0
